Serial Number,Artist,Song Name,Year,Spotify URL
SN-025,Green Day,21 Guns,2009,https://open.spotify.com/track/64yrDBpcdwEdNY9loyEGbX
SN-026,Green Day,Holiday / Boulevard of Broken Dreams,2004,https://open.spotify.com/track/0MsrWnxQZxPAcov7c74sSo
SN-027,Green Day,Boulevard of Broken Dreams,2004,https://open.spotify.com/track/1hwJKpe0BPUsq6UUrwBWTw
SN-028,Black Strobe,I’m A Man,2007,https://open.spotify.com/track/1fWQpfqqp16vhc2PVjYUnG
SN-029,The Subways,Rock & Roll Queen,2005,https://open.spotify.com/track/1O5qBgWDXf19N75X7Bvilv
SN-030,Movie Sounds Unlimited,The Little Things - From Wanted,2008,https://open.spotify.com/track/6zxbKq8h4GcV1mRMHgchKt
SN-031,Bon Jovi,Livin' On A Prayer,1986,https://open.spotify.com/track/3v7Hpshu7Lppgw8kSsy5ly
SN-032,Bon Jovi,It's My Life,2000,https://open.spotify.com/track/1zOaxkbS1kAY1gIi0g8sOm
SN-033,Bon Jovi,You Give Love A Bad Name,1986,https://open.spotify.com/track/5VVwwfK6Cp9IydkhKfJUEq
SN-034,Bon Jovi,Always,2010,https://open.spotify.com/track/7o10Pto0YFchZl1zL4dLPH
SN-035,Bon Jovi,Wanted Dead Or Alive,1986,https://open.spotify.com/track/0whc72kLlbhR5QMmj9XPnb
SN-036,Bon Jovi,Runaway,2010,https://open.spotify.com/track/2NhrdplfGpqU2F4vIKR4Hv
SN-037,Bon Jovi,Everyday,2002,https://open.spotify.com/track/0EBNF6XrSb69UzTkwoJCwR
SN-038,Bon Jovi,Say It Isn't So,2000,https://open.spotify.com/track/4Z0pQEQKDRjtSUBSBrZTHP
SN-039,Bon Jovi,Two Story Town,2000,https://open.spotify.com/track/3J88WMr3QbdynGE2ZQH6oo
SN-040,Blue Öyster Cult,(Don't Fear) The Reaper,2017,https://open.spotify.com/track/4NgWC8tG7zDxfwrDsAzcHg
SN-041,Scorpions,Wind Of Change,1990,https://open.spotify.com/track/6wjSNO6uJYlgbbfauyWhiw
SN-042,Scorpions,Rock You Like a Hurricane - 2011,2011,https://open.spotify.com/track/46QazXxQS0B31CnbRCy8CV
SN-043,Scorpions,New Generation,2004,https://open.spotify.com/track/5RDFTCOQebIccCT694QfBa
SN-044,Scorpions,Dust in the Wind - Live,2001,https://open.spotify.com/track/2goTjpiBRV0qd2gZrAtpIZ
SN-045,Scorpions,To Be No.1,1999,https://open.spotify.com/track/0NvxaZA5IXJsSu1sdSSSce
SN-046,Scorpions,Mind Like A Tree,1999,https://open.spotify.com/track/7nUW2Epgu5pyeYVRCgyZsE
SN-047,Scorpions,Eye To Eye,1999,https://open.spotify.com/track/3PiJ8384lp49EaFUooThaP
SN-048,Scorpions,No Pain No Gain - Live,1995,https://open.spotify.com/track/4nUpGjcqMu7NLuAdRv3ls3
SN-049,Scorpions,Alien Nation - Live,1995,https://open.spotify.com/track/3cuBSiNb8eX0coVqs1rgaf
SN-050,Scorpions,Crazy World - Live,1995,https://open.spotify.com/track/0BAYSk9xrdM0TJiD9185Xb
SN-051,Liquido,Doubledecker,1999,https://open.spotify.com/track/5WwUsdGMKxdJ1eUAZ9CvdE
SN-052,Liquido,Swing It,1999,https://open.spotify.com/track/2i7tDbpwjEfjmoOt3URQGK
SN-053,Liquido,Ordinary Life,2005,https://open.spotify.com/track/3wkUA6OFKgAzXlRS3dmdPT
SN-054,The Offspring,Hit That,2003,https://open.spotify.com/track/1C2CPvmL5R6nODesaZF4df
SN-055,The Offspring,(Can't Get My) Head Around You,2003,https://open.spotify.com/track/7LOvKnhYYLqPvP5A2rAKOh
SN-056,The Offspring,Have You Ever,1998,https://open.spotify.com/track/1Sbg8XVzkUskvfbke5nDNM
SN-057,The Offspring,Pretty Fly (For a White Guy),1998,https://open.spotify.com/track/15HadeuRG9THazDGzLH8ZU
SN-058,The Offspring,The Kids Aren't Alright,1998,https://open.spotify.com/track/4sQJXbtxwoKHG7PwMRJ0Ig
SN-059,The Offspring,She's Got Issues,1998,https://open.spotify.com/track/2iJ9v0iFSOiU2fpfumudlN
SN-060,Scorpions,Still Loving You,2011,https://open.spotify.com/track/0RdUX4WE0fO30VnlUbDVL6
SN-061,Scorpions,Rock You Like A Hurricane,1984,https://open.spotify.com/track/2TFi29E9X6MPc05Vyfzout
SN-062,TOTO,Africa,1982,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
SN-063,TOTO,I'll Be Over You,1986,https://open.spotify.com/track/1WeoeHh0TSzsApyJ6Q8OOK
SN-064,Boston,More Than a Feeling,1976,https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF
SN-065,Los Lobos,La Bamba,1993,https://open.spotify.com/track/6uU5OBhGUE1ngSKDj4wtoq
SN-066,Bloodhound Gang,The Bad Touch,1999,https://open.spotify.com/track/2ypT0w7jeCwcEQQvNE5o92
SN-067,Black Sabbath,Paranoid,1970,https://open.spotify.com/track/5ERnPWGQc5QK7M7HW3rjC6
SN-068,Bloodhound Gang,The Ballad Of Chasey Lain,1999,https://open.spotify.com/track/02HSEUuCs9wGA5IfFKkvmq
SN-069,Bloodhound Gang,I Hope You Die,2010,https://open.spotify.com/track/0n2BFctG4LXBlMd0yZuin5
SN-070,Heart,Black On Black II,1993,https://open.spotify.com/track/7358fT3s7gGFQPiMyXDiQh
SN-071,Fleetwood Mac,Miranda,2003,https://open.spotify.com/track/1zgYm6oTVVyUMVK7XtCIre
SN-072,Fleetwood Mac,Say You Will,2003,https://open.spotify.com/track/3YrjFJwsOPWShEkIvxbqwW
SN-073,Blackmore's Night,Under a Violet Moon,1999,https://open.spotify.com/track/2WpmMlS6Tr01C7UNFjQI3U
SN-074,Blackmore's Night,Shadow of the Moon,1997,https://open.spotify.com/track/0YZOgA5bZShrLXsRRVhbDz
SN-075,Journey,Don't Stop Believin',1981,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
SN-076,Journey,Any Way You Want It,1980,https://open.spotify.com/track/71SvEDmsOwIWw1IozsZoMA
SN-077,Journey,Separate Ways (Worlds Apart),1983,https://open.spotify.com/track/4ECNtOnqzxutZkXP4TE3n3
SN-078,Journey,Lights,1978,https://open.spotify.com/track/7EHmKkyAr6MZv5Y2FdZbXw
SN-079,Journey,Open Arms,1981,https://open.spotify.com/track/2w4EpqGasrz9qdTwocx54t
SN-080,Journey,Wheel in the Sky,1978,https://open.spotify.com/track/215wUTQQUo2PElJFEFoB0d
SN-081,Journey,Message Of Love,1996,https://open.spotify.com/track/6riZhfpti08WJHMioUeZ6N
SN-082,Journey,One More,1996,https://open.spotify.com/track/5qQOrElYArBX1CQvqvSmN8
SN-083,Journey,When You Love A Woman,1996,https://open.spotify.com/track/2Ie2PTlhSYqE7WG5l6QzrB
SN-084,Journey,If He Should Break Your Heart,1996,https://open.spotify.com/track/1spUU1Cd4TDfukGpqhBIo7
SN-085,Journey,Forever In Blue,1996,https://open.spotify.com/track/5B1UWtanEbLgCYuKUyW36w
SN-086,Journey,Castles Burning,1996,https://open.spotify.com/track/71vePXG1dbxgpiN5pguTgh
SN-087,Journey,Still She Cries,1996,https://open.spotify.com/track/4uwX1rSPB7YjyiJBi2mJ4Z
SN-088,Journey,Can't Tame The Lion,1996,https://open.spotify.com/track/6tGHmbmZOjahtqaoU5Yask
SN-089,Ayreon,Liquid Eternity,2010,https://open.spotify.com/track/1GPKPubSpZBkhy3C08C2gU
SN-090,Ayreon,The Truth Is In Here,2010,https://open.spotify.com/track/7wbUpcn3QMme977f92zjmi
SN-091,Ayreon,Day Seven: Hope,2010,https://open.spotify.com/track/5ohXAsT2WoVsdy7ZTTBf2R
SN-092,Ayreon,Day Nine: Playground,2010,https://open.spotify.com/track/1lFn8cqA8d12IWOuLyePHE
SN-093,Ayreon,Day Thirteen: Sign,2010,https://open.spotify.com/track/1CrbTUop6yKGgh22LkGx0o
SN-094,Ayreon,Day Sixteen: Loser,2010,https://open.spotify.com/track/26PBYwMHm2LZVOVrlZ7Cuv
SN-095,Ayreon,Day Seven: Hope,2004,https://open.spotify.com/track/5eRCCfLuU07zkZDQhC03Dl
SN-096,Ayreon,Day Eleven: Love,2004,https://open.spotify.com/track/3R8oScEzCQgPYzEBG928YU
SN-097,Ayreon,My House On Mars,2010,https://open.spotify.com/track/0KTcnsCmCDUy2OxeVvrkx1
SN-098,Ayreon,One Small Step,2010,https://open.spotify.com/track/6x60hkJ7iCqdblQCtpM1nS
SN-099,Ayreon,Carried By the Wind,2010,https://open.spotify.com/track/5X7H8vdEgsmKyqbRvhqbMH
SN-100,Ayreon,Dawn of a Million Souls,2010,https://open.spotify.com/track/06Ai5XdHITqigYEmRiZ8LJ
