Serial Number,Artist,Song Name,Year,Spotify URL
SN-077,Metallica,The Unforgiven,1991,https://open.spotify.com/track/0BAjUM6V9P9g8rK83hVUTJ
SN-078,Rainbow,The Temple Of The King,1975,https://open.spotify.com/track/6Z435tBPT5JamUR9dN7y8y
SN-079,Deep Purple,Love Conquers All,1990,https://open.spotify.com/track/0Q7sFMIqfp3eMtjF3w3S6F
SN-080,Accept,Breaking Up Again,1981,https://open.spotify.com/track/5w3HWeKw9zzjqolV8r86Fa
SN-081,Firehouse,Hold the Dream,1992,https://open.spotify.com/track/0Pp8pAV6tKyRr0JjDIW45R
SN-082,Therion,Seawinds,1999,https://open.spotify.com/track/6AeSUVYgrFQab4Mpjswb2d
SN-083,Texas Hippie Coalition,Think Of Me,2012,https://open.spotify.com/track/1MHZyP7Whr2Qgjc00lWCBS
SN-084,Serenity,For Freedom's Sake,2013,https://open.spotify.com/track/41imkxpleLJYEbfgXkqsYb
SN-085,UFO,Belladonna - 2007 Remastered Version,1976,https://open.spotify.com/track/18TKoSLN67t1LchUVfGfCQ
SN-086,Ancient Bards,In My Arms,2014,https://open.spotify.com/track/25UVNaSkHomPFZXbO3HYb1
SN-087,Wolf Hoffmann,Je crois entendre encore,2016,https://open.spotify.com/track/2P95lPRDrfuuFqwYUulL1t
SN-088,Wolf Hoffmann,Adagio,2016,https://open.spotify.com/track/4weswZM56oS9vXlGUAHwd0
SN-089,Carved In Trees,Wasted Years,2016,https://open.spotify.com/track/3c6U71EfGrbUP6zw6PWDjM
SN-090,Dynazty,The Smoking Gun - Acoustic,2016,https://open.spotify.com/track/1r8ZK1ggCxHdCxRLGQMAAU
SN-091,Trick or Treat,Never Say Goodbye,2016,https://open.spotify.com/track/4aNH1MsxlKGcngizJN23ae
SN-092,Trick or Treat,Tears Against Your Smile (feat. Michael Kiske),2009,https://open.spotify.com/track/3uCtCW5A1vXN5qa2IlLYQY
SN-093,Dynazty,This Is My Life,2012,https://open.spotify.com/track/0dW8ERBQGRQPoX8zKNeDjl
SN-094,Dynazty,Back Again,2012,https://open.spotify.com/track/6uCjdzAwYpO27qfyIT0AMG
SN-095,Nightingale,Alonely,2005,https://open.spotify.com/track/5ey8scfVZImrTcn9L6bWf6
SN-096,Saint Deamon,My Sorrow,2008,https://open.spotify.com/track/36YspD75ir9siwlJ7Z3oI6
SN-097,Sister,Would You Love a Creature,2011,https://open.spotify.com/track/3lWxDBYQicl6svpNWBK4w1
SN-098,Allen Lande,Bittersweet,2014,https://open.spotify.com/track/0pnOqvv4fzVRa93ahVkGVn
SN-099,Ian Gillan,When a Blind Man Cries,2006,https://open.spotify.com/track/35RmJasN25h3DTdBwnFaAl
SN-100,Mike Tramp,Trust in Yourself,2014,https://open.spotify.com/track/4j8MweGxwHQQ9oJqlrNcDV
SN-101,Bonfire,You Make Me Feel,2005,https://open.spotify.com/track/229R6O0QXKaXaKp3nBcWva
SN-102,The Magnificent,Angel,2011,https://open.spotify.com/track/6DHiuAjIa3WiwMZEK2p1vz
SN-103,Timo Tolkki’s Avalon,I'll Sing You Home,2013,https://open.spotify.com/track/265JCbbQOkHrX3mVIPwhwV
